"DATE","CFDD","NMDD"
"1897-10-01",0,13.4333333333333
"1897-10-02",0,26.4
"1897-10-03",0,43.7166666666667
"1897-10-04",0,61.025
"1897-10-05",0,74.4833333333333
"1897-10-06",0,84.025
"1897-10-07",0,92.975
"1897-10-08",0,102.233333333333
"1897-10-09",0,105.016666666667
"1897-10-10",0,109.283333333333
"1897-10-11",0,117.8
"1897-10-12",0,124.65
"1897-10-13",0,131.966666666667
"1897-10-14",0,148.5
"1897-10-15",0,159.2
"1897-10-16",0,165.916666666667
"1897-10-17",0,171.1
"1897-10-18",0,178.741666666667
"1897-10-19",0,187.641666666667
"1897-10-20",0,195.425
"1897-10-21",0,203.341666666667
"1897-10-22",0,210.983333333333
"1897-10-23",0,222.091666666667
"1897-10-24",0,234.075
"1897-10-25",0,247.783333333333
"1897-10-26",0,261.125
"1897-10-27",0,269.458333333333
"1897-10-28",0,274.125
"1897-10-29",0,275.1
"1897-10-30",0,278.2
"1897-10-31",0,283.8
"1897-11-01",0,288.108333333333
"1897-11-02",0,292.6
"1897-11-03",0,299.075
"1897-11-04",0,304.858333333333
"1897-11-05",0,308.05
"1897-11-06",0,308.825
"1897-11-07",0,311.7
"1897-11-08",0,315.466666666667
"1897-11-09",0,317.908333333333
"1897-11-10",0,320.591666666667
"1897-11-11",0.141666666666667,320.45
"1897-11-12",2.93333333333333,317.658333333333
"1897-11-13",5.55833333333333,315.033333333333
"1897-11-14",5.05833333333333,315.533333333333
"1897-11-15",3.80833333333333,316.783333333333
"1897-11-16",8.43333333333333,312.158333333333
"1897-11-17",14.4916666666667,306.1
"1897-11-18",17.5833333333333,303.008333333333
"1897-11-19",16.9416666666667,303.65
"1897-11-20",11.9833333333333,308.608333333333
"1897-11-21",14.3333333333333,306.258333333333
"1897-11-22",22.1083333333333,298.483333333333
"1897-11-23",31.1416666666667,289.45
"1897-11-24",35.8166666666667,284.775
"1897-11-25",40.5083333333333,280.083333333333
"1897-11-26",49.5833333333333,271.008333333333
"1897-11-27",63.0916666666667,257.5
"1897-11-28",76.1416666666667,244.45
"1897-11-29",88.8666666666667,231.725
"1897-11-30",101,219.591666666667
"1897-12-01",114.525,206.066666666667
"1897-12-02",129.108333333333,191.483333333333
"1897-12-03",137.916666666667,182.675
"1897-12-04",144.766666666667,175.825
"1897-12-05",150.958333333333,169.633333333333
"1897-12-06",156.983333333333,163.608333333333
"1897-12-07",162.725,157.866666666667
"1897-12-08",164.516666666667,156.075
"1897-12-09",161.466666666667,159.125
"1897-12-10",160.533333333333,160.058333333333
"1897-12-11",162.416666666667,158.175
"1897-12-12",165.883333333333,154.708333333333
"1897-12-13",169.116666666667,151.475
"1897-12-14",170.558333333333,150.033333333333
"1897-12-15",172.733333333333,147.858333333333
"1897-12-16",183.291666666667,137.3
"1897-12-17",201.958333333333,118.633333333333
"1897-12-18",217.591666666667,103
"1897-12-19",230.941666666667,89.6500000000001
"1897-12-20",240.016666666667,80.5750000000001
"1897-12-21",250.608333333333,69.9833333333334
"1897-12-22",264.6,55.9916666666667
"1897-12-23",282.8,37.7916666666667
"1897-12-24",298.45,22.1416666666667
"1897-12-25",304.791666666667,15.8000000000001
"1897-12-26",314.133333333333,6.4583333333334
"1897-12-27",326.95,-6.35833333333327
"1897-12-28",336.941666666667,-16.3499999999999
"1897-12-29",339.858333333333,-19.2666666666666
"1897-12-30",346.158333333333,-25.5666666666666
"1897-12-31",358.666666666667,-38.0749999999999
"1898-01-01",372.966666666667,-52.3749999999999
"1898-01-02",382.541666666667,-61.9499999999999
"1898-01-03",391.658333333333,-71.0666666666666
"1898-01-04",395.6,-75.0083333333333
"1898-01-05",398,-77.4083333333333
"1898-01-06",399,-78.4083333333333
"1898-01-07",401.741666666667,-81.1499999999999
"1898-01-08",405.908333333333,-85.3166666666666
"1898-01-09",409.066666666667,-88.4749999999999
"1898-01-10",418.108333333333,-97.5166666666666
"1898-01-11",424.541666666667,-103.95
"1898-01-12",429.075,-108.483333333333
"1898-01-13",437.683333333333,-117.091666666667
"1898-01-14",445.791666666667,-125.2
"1898-01-15",455.558333333333,-134.966666666667
"1898-01-16",465.708333333333,-145.116666666667
"1898-01-17",472.983333333333,-152.391666666667
"1898-01-18",478.908333333333,-158.316666666667
"1898-01-19",481.45,-160.858333333333
"1898-01-20",483.766666666667,-163.175
"1898-01-21",488.5,-167.908333333333
"1898-01-22",495.583333333333,-174.991666666667
"1898-01-23",503.358333333333,-182.766666666667
"1898-01-24",511.275,-190.683333333333
"1898-01-25",518.075,-197.483333333333
"1898-01-26",528.725,-208.133333333333
"1898-01-27",543.35,-222.758333333333
"1898-01-28",554.05,-233.458333333333
"1898-01-29",569.283333333333,-248.691666666667
"1898-01-30",581.033333333333,-260.441666666667
"1898-01-31",596.033333333333,-275.441666666667
"1898-02-01",614.891666666667,-294.3
"1898-02-02",635.175,-314.583333333333
"1898-02-03",651.65,-331.058333333333
"1898-02-04",660.125,-339.533333333333
"1898-02-05",669.391666666667,-348.8
"1898-02-06",676.016666666667,-355.425
"1898-02-07",678.366666666667,-357.775
"1898-02-08",679.508333333333,-358.916666666667
"1898-02-09",679.883333333333,-359.291666666667
"1898-02-10",682.858333333333,-362.266666666667
"1898-02-11",684.525,-363.933333333333
"1898-02-12",689.308333333333,-368.716666666667
"1898-02-13",690.683333333333,-370.091666666667
"1898-02-14",697.941666666667,-377.35
"1898-02-15",711.316666666667,-390.725
"1898-02-16",728.733333333333,-408.141666666667
"1898-02-17",738.725,-418.133333333333
"1898-02-18",750.566666666667,-429.975
"1898-02-19",762.183333333333,-441.591666666667
"1898-02-20",771.4,-450.808333333333
"1898-02-21",779.5,-458.908333333333
"1898-02-22",786.35,-465.758333333333
"1898-02-23",792.466666666667,-471.875
"1898-02-24",799.975,-479.383333333333
"1898-02-25",809.866666666667,-489.275
"1898-02-26",820.241666666667,-499.65
"1898-02-27",828.616666666667,-508.025
"1898-02-28",835.291666666667,-514.7
"1898-03-01",837.941666666667,-517.35
"1898-03-02",844.375,-523.783333333333
"1898-03-03",851.625,-531.033333333333
"1898-03-04",858.975,-538.383333333333
"1898-03-05",861.2,-540.608333333333
"1898-03-06",859.116666666667,-538.525
